제품군,항목명,설명
TV,에너지소비효율등급,"제품의 에너지 소비 효율을 1부터 5까지로 나눈 제도로 1등급 제품은 가장 에너지를 효율적으로 절약하여 5등급 제품보다 약 30~40% 더 효율적인 에너지 소비를 보여줍니다. 동일 모델이라도 제조일에 따라 등급이 다를 수 있으므로 구매 시에는 제조사 정보를 확인해야 합니다.
 * 제품 출하 시점에 따라 에너지소비효율 등급은 변동될 수 있습니다."
TV,소비전력 (W),전기·전자기기가 운용되기 위해 필요한 단위 시간당 전기 에너지의 양을 말합니다. 단위는 W(와트) 또는 kW(킬로와트) 사용합니다.
TV,정격소비전력 (W),"기기를 사용하는데 필요로 하는 전기적 힘을 말하며, 정격 전자 기기에 대해서 지정된 조건 하에서 제조업자가 보증하는 사용상의 한계입니다. 정격소비전력이 30W라면 그 제품을 사용하기 위해서는 30W의 전력이 필요하다는 의미입니다. "
TV,디밍 방식,"로컬 디밍(Local Dimming)은 백라이트를 다수의 영역으로 구분하여 영상의 어두운 부분에 해당하는 영역은 백라이트를 끄거나 빛을 줄이고, 밝은 영역은 휘도를 높여줌으로써 더 밝게 표현하여 현실에 가까운 화면을 구현하는 기술입니다."
TV,홈허브,TV를 보는 중에도 세탁과 건조 종료 시간을 확인하고 공기 청정기와 로봇 청소기를 작동 시키는 등 우리 집 가전의 상태를 한눈에 확인하실 수 있는 기능입니다.
TV,Apple Homekit 연동,"사용자는 아이폰이나 아이패드의 전용 어플리케이션 또는 애플의 음성인식 비서 서비스 '시리(Siri)' 등을 통해 연동된 기기들을 편리하게 제어할 수 있습니다. 어플리케이션 실행 후 TV를 연동하면 애플 기기에서 전원 작동, 볼륨 조절, 입력모드 전환 등 기본적인 TV 제어 기능을 이용할 수 있습니다."
TV,OLED TV,OLED TV는 픽셀 하나하나 딱 필요한 부분에 필요한 만큼의 빛을 켜기 때문에​ 완벽한 블랙을 표현할 수 있는 TV입니다. 백라이트로 구역마다 빛을 조절해 빛 번짐과 블랙 표현의 한계가 존재​하는 LCD TV와는 차이가 있습니다. 올레드의 경우 픽셀 단위로 빛을 완전히 차단하기 때문에 정확한 블랙으로 무한대 명암비 구현할 수 있습니다. 또한 백라이트가 없어 패널 두께도 아주 얇아 슬림한 디자인이 가능합니다.
TV,QNED,QNED TV는 색 재현력과 정확도를 높여 표현하는 '나노셀' 기술에 풍부한 색감을 제공하는 '퀀텀닷' 기술을 함께 사용하여 색의 표현 능력을 극대화하였습니다. 뿐만 아니라 나노셀 TV보다 더 작고 촘촘한 Mini LED를 사용하여 명암비를 높였습니다.
TV,울트라 HD TV,"UHD(Ultra High Definition)는 일반적인 HD보다 4배 이상 화질이 좋은 초고해상도를 의미하며, Ultra HD TV는 더욱 선명하고 정교한 화면을 제공하여 생동감 있게 표현해줍니다."
TV,나노셀,LCD 표면에 약 1나노미터(nm)의 나노 입자를 입혀 색 정확도와 색 재현력을 높여 화질을 개선한 기술입니다. 어느 각도에서 화면을 보더라도 색이 왜곡되는 현상이 거의 없습니다. 레드와 그린 사이의 색 섞임 현상도 색상 흡수 능력으로 보완되었습니다.
TV,스위블,화면을 손쉽게 좌우로 회전시킬 수 있는 기능입니다.
TV,틸트,상하 각도를 원하는 각도로 쉽게 조절할 수 있는 기능입니다.
